indicator_data_id,indicator_id,name,Measure,geo_type_name,geo_entity_id,geo_entity_name,year_description,data_valuemessage
130755,647,"Air Toxics Concentrations- Average Formaldehyde Concentrations","Average Concentration",UHF42,305,"Upper East Side",2005,4.5
130756,647,"Air Toxics Concentrations- Average Formaldehyde Concentrations","Average Concentration",UHF42,306,"Chelsea - Clinton",2005,4.6
130757,647,"Air Toxics Concentrations- Average Formaldehyde Concentrations","Average Concentration",UHF42,307,"Gramercy Park - Murray Hill",2005,5.3
130758,647,"Air Toxics Concentrations- Average Formaldehyde Concentrations","Average Concentration",UHF42,308,"Greenwich Village - SoHo",2005,4
130759,647,"Air Toxics Concentrations- Average Formaldehyde Concentrations","Average Concentration",UHF42,309,"Union Square - Lower East Side",2005,4
130760,647,"Air Toxics Concentrations- Average Formaldehyde Concentrations","Average Concentration",UHF42,310,"Lower Manhattan",2005,4.2
130761,647,"Air Toxics Concentrations- Average Formaldehyde Concentrations","Average Concentration",UHF42,401,"Long Island City - Astoria",2005,3.6
130762,647,"Air Toxics Concentrations- Average Formaldehyde Concentrations","Average Concentration",UHF42,402,"West Queens",2005,3.4
130763,647,"Air Toxics Concentrations- Average Formaldehyde Concentrations","Average Concentration",UHF42,403,"Flushing - Clearview",2005,2.7
130764,647,"Air Toxics Concentrations- Average Formaldehyde Concentrations","Average Concentration",UHF42,404,"Bayside - Little Neck",2005,2.5
130765,647,"Air Toxics Concentrations- Average Formaldehyde Concentrations","Average Concentration",UHF42,405,"Ridgewood - Forest Hills",2005,3
130766,647,"Air Toxics Concentrations- Average Formaldehyde Concentrations","Average Concentration",UHF42,406,"Fresh Meadows",2005,2.3
130767,647,"Air Toxics Concentrations- Average Formaldehyde Concentrations","Average Concentration",UHF42,407,"Southwest Queens",2005,2.4
130768,647,"Air Toxics Concentrations- Average Formaldehyde Concentrations","Average Concentration",UHF42,408,Jamaica,2005,2.4
130769,647,"Air Toxics Concentrations- Average Formaldehyde Concentrations","Average Concentration",UHF42,409,"Southeast Queens",2005,2.4
130770,647,"Air Toxics Concentrations- Average Formaldehyde Concentrations","Average Concentration",UHF42,410,Rockaways,2005,2
130771,647,"Air Toxics Concentrations- Average Formaldehyde Concentrations","Average Concentration",UHF42,501,"Port Richmond",2005,2.4
130772,647,"Air Toxics Concentrations- Average Formaldehyde Concentrations","Average Concentration",UHF42,502,"Stapleton - St. George",2005,2.3
130773,647,"Air Toxics Concentrations- Average Formaldehyde Concentrations","Average Concentration",UHF42,503,Willowbrook,2005,2.3
130774,647,"Air Toxics Concentrations- Average Formaldehyde Concentrations","Average Concentration",UHF42,504,"South Beach - Tottenville",2005,2.2
130536,642,"Boiler Emissions- Total NOx Emissions","Per km2",Borough,1,Bronx,2013,42.7
130537,642,"Boiler Emissions- Total NOx Emissions","Per km2",Borough,2,Brooklyn,2013,22.8
130538,642,"Boiler Emissions- Total NOx Emissions","Per km2",Borough,3,Manhattan,2013,161.1
130539,642,"Boiler Emissions- Total NOx Emissions","Per km2",Borough,4,Queens,2013,16.1
130540,642,"Boiler Emissions- Total NOx Emissions","Per km2",Borough,5,"Staten Island",2013,2.7
130535,642,"Boiler Emissions- Total NOx Emissions","Per km2",Citywide,1,"New York City",2013,29.4
130493,642,"Boiler Emissions- Total NOx Emissions","Per km2",UHF42,101,"Kingsbridge - Riverdale",2013,42.5
130494,642,"Boiler Emissions- Total NOx Emissions","Per km2",UHF42,102,"Northeast Bronx",2013,33.8
130495,642,"Boiler Emissions- Total NOx Emissions","Per km2",UHF42,103,"Fordham - Bronx Pk",2013,71
130496,642,"Boiler Emissions- Total NOx Emissions","Per km2",UHF42,104,"Pelham - Throgs Neck",2013,24.9
130497,642,"Boiler Emissions- Total NOx Emissions","Per km2",UHF42,105,"Crotona -Tremont",2013,62.5
130498,642,"Boiler Emissions- Total NOx Emissions","Per km2",UHF42,106,"High Bridge - Morrisania",2013,78
130499,642,"Boiler Emissions- Total NOx Emissions","Per km2",UHF42,107,"Hunts Point - Mott Haven",2013,36.8
130500,642,"Boiler Emissions- Total NOx Emissions","Per km2",UHF42,201,Greenpoint,2013,18.9
130501,642,"Boiler Emissions- Total NOx Emissions","Per km2",UHF42,202,"Downtown - Heights - Slope",2013,32
130502,642,"Boiler Emissions- Total NOx Emissions","Per km2",UHF42,203,"Bedford Stuyvesant - Crown Heights",2013,31.7
130503,642,"Boiler Emissions- Total NOx Emissions","Per km2",UHF42,204,"East New York",2013,14.7
130504,642,"Boiler Emissions- Total NOx Emissions","Per km2",UHF42,205,"Sunset Park",2013,13.4
130505,642,"Boiler Emissions- Total NOx Emissions","Per km2",UHF42,206,"Borough Park",2013,34.8
130506,642,"Boiler Emissions- Total NOx Emissions","Per km2",UHF42,207,"East Flatbush - Flatbush",2013,33.5
130507,642,"Boiler Emissions- Total NOx Emissions","Per km2",UHF42,208,"Canarsie - Flatlands",2013,6.7
130508,642,"Boiler Emissions- Total NOx Emissions","Per km2",UHF42,209,"Bensonhurst - Bay Ridge",2013,26.5
130509,642,"Boiler Emissions- Total NOx Emissions","Per km2",UHF42,210,"Coney Island - Sheepshead Bay",2013,23.7
130510,642,"Boiler Emissions- Total NOx Emissions","Per km2",UHF42,211,"Williamsburg - Bushwick",2013,27.8
130511,642,"Boiler Emissions- Total NOx Emissions","Per km2",UHF42,301,"Washington Heights",2013,115.3
130512,642,"Boiler Emissions- Total NOx Emissions","Per km2",UHF42,302,"Central Harlem - Morningside Heights",2013,82.1
130513,642,"Boiler Emissions- Total NOx Emissions","Per km2",UHF42,303,"East Harlem",2013,55.8
130514,642,"Boiler Emissions- Total NOx Emissions","Per km2",UHF42,304,"Upper West Side",2013,247.9
130515,642,"Boiler Emissions- Total NOx Emissions","Per km2",UHF42,305,"Upper East Side",2013,269.8
130516,642,"Boiler Emissions- Total NOx Emissions","Per km2",UHF42,306,"Chelsea - Clinton",2013,204.8
130517,642,"Boiler Emissions- Total NOx Emissions","Per km2",UHF42,307,"Gramercy Park - Murray Hill",2013,284.7
130518,642,"Boiler Emissions- Total NOx Emissions","Per km2",UHF42,308,"Greenwich Village - SoHo",2013,132.5
130519,642,"Boiler Emissions- Total NOx Emissions","Per km2",UHF42,309,"Union Square - Lower East Side",2013,126.1
130520,642,"Boiler Emissions- Total NOx Emissions","Per km2",UHF42,310,"Lower Manhattan",2013,118.7
130521,642,"Boiler Emissions- Total NOx Emissions","Per km2",UHF42,401,"Long Island City - Astoria",2013,30.6
130522,642,"Boiler Emissions- Total NOx Emissions","Per km2",UHF42,402,"West Queens",2013,24.6
130523,642,"Boiler Emissions- Total NOx Emissions","Per km2",UHF42,403,"Flushing - Clearview",2013,18.7
130524,642,"Boiler Emissions- Total NOx Emissions","Per km2",UHF42,404,"Bayside - Little Neck",2013,10.4
130525,642,"Boiler Emissions- Total NOx Emissions","Per km2",UHF42,405,"Ridgewood - Forest Hills",2013,23.6
130526,642,"Boiler Emissions- Total NOx Emissions","Per km2",UHF42,406,"Fresh Meadows",2013,15.3
130527,642,"Boiler Emissions- Total NOx Emissions","Per km2",UHF42,407,"Southwest Queens",2013,14.5
130528,642,"Boiler Emissions- Total NOx Emissions","Per km2",UHF42,408,Jamaica,2013,13.2
130529,642,"Boiler Emissions- Total NOx Emissions","Per km2",UHF42,409,"Southeast Queens",2013,8.1
130530,642,"Boiler Emissions- Total NOx Emissions","Per km2",UHF42,410,Rockaways,2013,6.1
130531,642,"Boiler Emissions- Total NOx Emissions","Per km2",UHF42,501,"Port Richmond",2013,2.8
130532,642,"Boiler Emissions- Total NOx Emissions","Per km2",UHF42,502,"Stapleton - St. George",2013,4.7
130533,642,"Boiler Emissions- Total NOx Emissions","Per km2",UHF42,503,Willowbrook,2013,2.1
130534,642,"Boiler Emissions- Total NOx Emissions","Per km2",UHF42,504,"South Beach - Tottenville",2013,2
130488,641,"Boiler Emissions- Total PM2.5 Emissions","Per km2",Borough,1,Bronx,2013,1.2
130489,641,"Boiler Emissions- Total PM2.5 Emissions","Per km2",Borough,2,Brooklyn,2013,0.1
130490,641,"Boiler Emissions- Total PM2.5 Emissions","Per km2",Borough,3,Manhattan,2013,5.9
130491,641,"Boiler Emissions- Total PM2.5 Emissions","Per km2",Borough,4,Queens,2013,0.3
130492,641,"Boiler Emissions- Total PM2.5 Emissions","Per km2",Borough,5,"Staten Island",2013,0
130487,641,"Boiler Emissions- Total PM2.5 Emissions","Per km2",Citywide,1,"New York City",2013,0.7
130445,641,"Boiler Emissions- Total PM2.5 Emissions","Per km2",UHF42,101,"Kingsbridge - Riverdale",2013,2
130446,641,"Boiler Emissions- Total PM2.5 Emissions","Per km2",UHF42,102,"Northeast Bronx",2013,0.3
130447,641,"Boiler Emissions- Total PM2.5 Emissions","Per km2",UHF42,103,"Fordham - Bronx Pk",2013,3
130448,641,"Boiler Emissions- Total PM2.5 Emissions","Per km2",UHF42,104,"Pelham - Throgs Neck",2013,0.5
130449,641,"Boiler Emissions- Total PM2.5 Emissions","Per km2",UHF42,105,"Crotona -Tremont",2013,2
130450,641,"Boiler Emissions- Total PM2.5 Emissions","Per km2",UHF42,106,"High Bridge - Morrisania",2013,2.4
130451,641,"Boiler Emissions- Total PM2.5 Emissions","Per km2",UHF42,107,"Hunts Point - Mott Haven",2013,0.4
130452,641,"Boiler Emissions- Total PM2.5 Emissions","Per km2",UHF42,201,Greenpoint,2013,0.1
130453,641,"Boiler Emissions- Total PM2.5 Emissions","Per km2",UHF42,202,"Downtown - Heights - Slope",2013,0.1
130454,641,"Boiler Emissions- Total PM2.5 Emissions","Per km2",UHF42,203,"Bedford Stuyvesant - Crown Heights",2013,0.1
130455,641,"Boiler Emissions- Total PM2.5 Emissions","Per km2",UHF42,204,"East New York",2013,0
130456,641,"Boiler Emissions- Total PM2.5 Emissions","Per km2",UHF42,205,"Sunset Park",2013,0
130457,641,"Boiler Emissions- Total PM2.5 Emissions","Per km2",UHF42,206,"Borough Park",2013,0.2
130458,641,"Boiler Emissions- Total PM2.5 Emissions","Per km2",UHF42,207,"East Flatbush - Flatbush",2013,0.3
130459,641,"Boiler Emissions- Total PM2.5 Emissions","Per km2",UHF42,208,"Canarsie - Flatlands",2013,0
130460,641,"Boiler Emissions- Total PM2.5 Emissions","Per km2",UHF42,209,"Bensonhurst - Bay Ridge",2013,0.2
130461,641,"Boiler Emissions- Total PM2.5 Emissions","Per km2",UHF42,210,"Coney Island - Sheepshead Bay",2013,0.1
130462,641,"Boiler Emissions- Total PM2.5 Emissions","Per km2",UHF42,211,"Williamsburg - Bushwick",2013,0.1
130463,641,"Boiler Emissions- Total PM2.5 Emissions","Per km2",UHF42,301,"Washington Heights",2013,5.8
130464,641,"Boiler Emissions- Total PM2.5 Emissions","Per km2",UHF42,302,"Central Harlem - Morningside Heights",2013,2
130465,641,"Boiler Emissions- Total PM2.5 Emissions","Per km2",UHF42,303,"East Harlem",2013,1.3
130466,641,"Boiler Emissions- Total PM2.5 Emissions","Per km2",UHF42,304,"Upper West Side",2013,11.4
130467,641,"Boiler Emissions- Total PM2.5 Emissions","Per km2",UHF42,305,"Upper East Side",2013,10.8
130468,641,"Boiler Emissions- Total PM2.5 Emissions","Per km2",UHF42,306,"Chelsea - Clinton",2013,7.7
130469,641,"Boiler Emissions- Total PM2.5 Emissions","Per km2",UHF42,307,"Gramercy Park - Murray Hill",2013,9
130470,641,"Boiler Emissions- Total PM2.5 Emissions","Per km2",UHF42,308,"Greenwich Village - SoHo",2013,4.1
130471,641,"Boiler Emissions- Total PM2.5 Emissions","Per km2",UHF42,309,"Union Square - Lower East Side",2013,3
130472,641,"Boiler Emissions- Total PM2.5 Emissions","Per km2",UHF42,310,"Lower Manhattan",2013,1.7
130473,641,"Boiler Emissions- Total PM2.5 Emissions","Per km2",UHF42,401,"Long Island City - Astoria",2013,0.8
130474,641,"Boiler Emissions- Total PM2.5 Emissions","Per km2",UHF42,402,"West Queens",2013,0.3
130475,641,"Boiler Emissions- Total PM2.5 Emissions","Per km2",UHF42,403,"Flushing - Clearview",2013,0.6
130476,641,"Boiler Emissions- Total PM2.5 Emissions","Per km2",UHF42,404,"Bayside - Little Neck",2013,0.2
130477,641,"Boiler Emissions- Total PM2.5 Emissions","Per km2",UHF42,405,"Ridgewood - Forest Hills",2013,0.3
130478,641,"Boiler Emissions- Total PM2.5 Emissions","Per km2",UHF42,406,"Fresh Meadows",2013,0.5
130479,641,"Boiler Emissions- Total PM2.5 Emissions","Per km2",UHF42,407,"Southwest Queens",2013,0.1
130480,641,"Boiler Emissions- Total PM2.5 Emissions","Per km2",UHF42,408,Jamaica,2013,0.1
130481,641,"Boiler Emissions- Total PM2.5 Emissions","Per km2",UHF42,409,"Southeast Queens",2013,0
130482,641,"Boiler Emissions- Total PM2.5 Emissions","Per km2",UHF42,410,Rockaways,2013,0
130483,641,"Boiler Emissions- Total PM2.5 Emissions","Per km2",UHF42,501,"Port Richmond",2013,0
130484,641,"Boiler Emissions- Total PM2.5 Emissions","Per km2",UHF42,502,"Stapleton - St. George",2013,0
130485,641,"Boiler Emissions- Total PM2.5 Emissions","Per km2",UHF42,503,Willowbrook,2013,0
130486,641,"Boiler Emissions- Total PM2.5 Emissions","Per km2",UHF42,504,"South Beach - Tottenville",2013,0
130440,640,"Boiler Emissions- Total SO2 Emissions","Per km2",Borough,1,Bronx,2013,10.3
130441,640,"Boiler Emissions- Total SO2 Emissions","Per km2",Borough,2,Brooklyn,2013,0.8
130442,640,"Boiler Emissions- Total SO2 Emissions","Per km2",Borough,3,Manhattan,2013,50.6
130443,640,"Boiler Emissions- Total SO2 Emissions","Per km2",Borough,4,Queens,2013,2.2
130444,640,"Boiler Emissions- Total SO2 Emissions","Per km2",Borough,5,"Staten Island",2013,0.1
130439,640,"Boiler Emissions- Total SO2 Emissions","Per km2",Citywide,1,"New York City",2013,6.1
130397,640,"Boiler Emissions- Total SO2 Emissions","Per km2",UHF42,101,"Kingsbridge - Riverdale",2013,17.6
130398,640,"Boiler Emissions- Total SO2 Emissions","Per km2",UHF42,102,"Northeast Bronx",2013,2.2
130399,640,"Boiler Emissions- Total SO2 Emissions","Per km2",UHF42,103,"Fordham - Bronx Pk",2013,24.5
130400,640,"Boiler Emissions- Total SO2 Emissions","Per km2",UHF42,104,"Pelham - Throgs Neck",2013,4.4
130401,640,"Boiler Emissions- Total SO2 Emissions","Per km2",UHF42,105,"Crotona -Tremont",2013,16.9
130402,640,"Boiler Emissions- Total SO2 Emissions","Per km2",UHF42,106,"High Bridge - Morrisania",2013,19.7
130403,640,"Boiler Emissions- Total SO2 Emissions","Per km2",UHF42,107,"Hunts Point - Mott Haven",2013,3.3
130404,640,"Boiler Emissions- Total SO2 Emissions","Per km2",UHF42,201,Greenpoint,2013,0.4
130405,640,"Boiler Emissions- Total SO2 Emissions","Per km2",UHF42,202,"Downtown - Heights - Slope",2013,0.8
130406,640,"Boiler Emissions- Total SO2 Emissions","Per km2",UHF42,203,"Bedford Stuyvesant - Crown Heights",2013,0.9
130407,640,"Boiler Emissions- Total SO2 Emissions","Per km2",UHF42,204,"East New York",2013,0.1
130408,640,"Boiler Emissions- Total SO2 Emissions","Per km2",UHF42,205,"Sunset Park",2013,0.1
130409,640,"Boiler Emissions- Total SO2 Emissions","Per km2",UHF42,206,"Borough Park",2013,1.5
130410,640,"Boiler Emissions- Total SO2 Emissions","Per km2",UHF42,207,"East Flatbush - Flatbush",2013,2.3
130411,640,"Boiler Emissions- Total SO2 Emissions","Per km2",UHF42,208,"Canarsie - Flatlands",2013,0
130412,640,"Boiler Emissions- Total SO2 Emissions","Per km2",UHF42,209,"Bensonhurst - Bay Ridge",2013,1.7
130413,640,"Boiler Emissions- Total SO2 Emissions","Per km2",UHF42,210,"Coney Island - Sheepshead Bay",2013,0.9
130414,640,"Boiler Emissions- Total SO2 Emissions","Per km2",UHF42,211,"Williamsburg - Bushwick",2013,0.3
130415,640,"Boiler Emissions- Total SO2 Emissions","Per km2",UHF42,301,"Washington Heights",2013,51
130416,640,"Boiler Emissions- Total SO2 Emissions","Per km2",UHF42,302,"Central Harlem - Morningside Heights",2013,15.7
130417,640,"Boiler Emissions- Total SO2 Emissions","Per km2",UHF42,303,"East Harlem",2013,11.6
130418,640,"Boiler Emissions- Total SO2 Emissions","Per km2",UHF42,304,"Upper West Side",2013,99.7
130419,640,"Boiler Emissions- Total SO2 Emissions","Per km2",UHF42,305,"Upper East Side",2013,95
130420,640,"Boiler Emissions- Total SO2 Emissions","Per km2",UHF42,306,"Chelsea - Clinton",2013,67.4
130421,640,"Boiler Emissions- Total SO2 Emissions","Per km2",UHF42,307,"Gramercy Park - Murray Hill",2013,78.8
130422,640,"Boiler Emissions- Total SO2 Emissions","Per km2",UHF42,308,"Greenwich Village - SoHo",2013,32.9
130423,640,"Boiler Emissions- Total SO2 Emissions","Per km2",UHF42,309,"Union Square - Lower East Side",2013,24.9
130424,640,"Boiler Emissions- Total SO2 Emissions","Per km2",UHF42,310,"Lower Manhattan",2013,13.7
130425,640,"Boiler Emissions- Total SO2 Emissions","Per km2",UHF42,401,"Long Island City - Astoria",2013,6.7
130426,640,"Boiler Emissions- Total SO2 Emissions","Per km2",UHF42,402,"West Queens",2013,2.3
130427,640,"Boiler Emissions- Total SO2 Emissions","Per km2",UHF42,403,"Flushing - Clearview",2013,5.1
130428,640,"Boiler Emissions- Total SO2 Emissions","Per km2",UHF42,404,"Bayside - Little Neck",2013,1.6
130429,640,"Boiler Emissions- Total SO2 Emissions","Per km2",UHF42,405,"Ridgewood - Forest Hills",2013,2.7
130430,640,"Boiler Emissions- Total SO2 Emissions","Per km2",UHF42,406,"Fresh Meadows",2013,4.3
130431,640,"Boiler Emissions- Total SO2 Emissions","Per km2",UHF42,407,"Southwest Queens",2013,0.8
130432,640,"Boiler Emissions- Total SO2 Emissions","Per km2",UHF42,408,Jamaica,2013,0.5
130433,640,"Boiler Emissions- Total SO2 Emissions","Per km2",UHF42,409,"Southeast Queens",2013,0.3
130434,640,"Boiler Emissions- Total SO2 Emissions","Per km2",UHF42,410,Rockaways,2013,0
130435,640,"Boiler Emissions- Total SO2 Emissions","Per km2",UHF42,501,"Port Richmond",2013,0
